team,year,conference,seed,wins,losses,win_pct,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating,ncaa_wins,ncaa_loss
Vermont,2023,America East,15,23,10,0.697,72.7,66.9,1.63,-3.13,26.5,55.9,0.474,17.9,31.9,0.561,8.6,24.0,0.358,11.1,15.9,0.697,6.5,24.9,31.3,13.7,5.9,2.9,9.4,14.8,109.7,101.0,,Marquette
Montana State,2023,Big Sky,14,25,9,0.735,73.9,66.9,2.17,-1.43,25.1,53.6,0.469,18.9,35.3,0.537,6.2,18.3,0.336,17.5,23.3,0.754,8.3,24.7,33.0,12.5,6.5,3.0,11.9,18.3,108.1,97.8,,Kansas State
Louisiana,2023,Sun Belt,13,26,7,0.788,77.4,69.5,4.27,-0.51,27.9,58.0,0.482,20.9,39.3,0.532,7.0,18.7,0.376,14.4,21.2,0.682,11.1,25.4,36.5,14.4,7.2,3.0,12.2,17.0,111.4,100.0,,Tennessee
Oral Roberts,2023,Summit,12,30,4,0.882,83.3,70.2,8.54,-2.84,30.2,63.7,0.474,19.5,34.4,0.567,10.7,29.3,0.365,12.1,15.7,0.774,8.9,27.9,36.8,14.7,6.8,5.4,9.4,12.9,116.5,98.2,,Duke
Providence,2023,Big East,11,21,11,0.656,77.3,71.0,12.89,6.55,27.3,59.8,0.456,20.7,40.8,0.508,6.6,19.1,0.346,16.1,21.7,0.742,12.1,26.0,38.1,14.6,6.8,4.5,11.7,15.0,111.2,102.1,,Kentucky
USC,2023,Pac–12,10,22,10,0.688,72.5,67.4,13.06,8.0,25.9,56.9,0.455,19.4,38.1,0.51,6.5,18.8,0.345,14.1,18.9,0.745,9.4,25.9,35.3,13.5,6.9,5.1,12.4,17.2,105.6,98.3,,Michigan State
Florida Atlantic,2023,C-USA,9,31,3,0.912,77.8,65.3,13.92,2.29,27.8,59.6,0.466,18.2,33.4,0.545,9.6,26.3,0.366,12.6,17.5,0.719,10.9,28.1,38.9,14.4,6.5,2.6,11.8,15.7,112.8,94.7,"Memphis, FDU, Tennessee, Kansas State",San Diego State
Memphis,2023,American,8,26,8,0.765,79.4,71.8,14.5,6.9,28.7,59.9,0.479,22.5,42.5,0.531,6.1,17.4,0.353,15.9,21.2,0.747,10.4,25.5,35.9,15.6,8.6,4.5,13.3,18.2,108.7,98.3,,Florida Atlantic
Michigan State,2023,Big Ten,7,19,12,0.613,70.9,67.9,14.25,11.25,25.9,57.2,0.452,18.4,38.3,0.482,7.4,18.9,0.393,11.8,15.5,0.759,9.0,26.6,35.7,14.6,4.7,3.0,10.9,16.4,106.8,102.3,"Southern California, Marquette",Kansas State
Kentucky,2023,SEC,6,21,11,0.656,74.5,67.8,14.76,8.08,27.3,60.1,0.454,21.1,42.1,0.5,6.3,18.0,0.347,13.6,19.2,0.706,13.9,25.5,39.4,15.1,6.4,3.7,11.8,16.0,110.7,100.8,Providence,Kansas State
Duke,2023,ACC,5,26,8,0.765,72.0,63.6,15.83,7.44,26.0,57.6,0.452,19.2,37.3,0.515,6.8,20.3,0.335,13.2,17.2,0.766,12.0,26.7,38.7,14.6,5.7,4.5,12.0,15.3,109.5,96.8,Oral Roberts,Tennessee
Tennessee,2023,SEC,4,23,10,0.697,70.8,57.9,20.84,7.98,25.2,58.3,0.433,17.6,34.9,0.503,7.7,23.3,0.329,12.6,17.9,0.708,12.9,25.5,38.4,16.7,8.3,3.6,12.0,16.6,107.0,87.6,"Louisiana, Duke",Florida Atlantic
Kansas State,2023,Big 12,3,23,9,0.719,76.2,69.9,15.79,9.48,26.7,57.9,0.461,19.5,37.0,0.528,7.2,20.9,0.343,15.6,20.9,0.748,9.9,24.8,34.6,17.0,8.0,2.8,13.8,17.9,106.2,97.4,"Montana State, Kentucky, Michigan State",Florida Atlantic
Marquette,2023,Big East,2,28,6,0.824,79.3,70.3,17.07,8.01,29.3,60.4,0.486,20.4,35.1,0.582,8.9,25.3,0.353,11.7,16.3,0.718,8.8,23.0,31.8,17.3,9.2,3.0,10.7,16.2,112.9,100.0,Vermont,Michigan State
Purdue,2023,Big Ten,1,29,5,0.853,72.7,62.7,18.23,8.31,25.3,55.3,0.457,18.4,34.1,0.541,6.8,21.2,0.322,15.3,20.6,0.744,12.3,26.4,38.7,15.5,4.7,3.7,11.1,13.7,112.8,97.4,,FDU
Texas A&M–Corpus Christi,2023,Southland,16,23,10,0.697,80.1,73.2,-2.57,-7.02,27.7,61.5,0.451,20.1,40.5,0.496,7.7,21.0,0.364,16.9,21.4,0.792,12.1,25.2,37.3,15.3,8.5,1.7,12.8,19.0,110.9,101.3,Southeast Missouri State,Alabama
Princeton,2023,Ivy,15,21,8,0.724,75.5,68.5,4.76,-0.97,27.1,59.6,0.455,18.6,34.7,0.536,8.5,24.9,0.342,12.8,18.0,0.712,10.2,28.8,39.0,13.4,4.9,3.3,12.0,16.0,108.1,98.1,"Arizona, Missouri",Creighton
UC Santa Barbara,2023,Big West,14,27,7,0.794,71.7,65.9,3.3,-2.03,26.4,53.6,0.493,20.9,37.7,0.553,5.5,15.9,0.35,13.4,18.4,0.727,8.0,23.8,31.8,14.1,6.3,2.5,11.3,16.1,109.1,100.2,,Baylor
Furman,2023,Southern,13,27,7,0.794,80.9,71.2,4.88,-2.9,28.2,59.1,0.477,18.8,31.7,0.592,9.4,27.4,0.344,15.0,20.2,0.741,9.8,25.3,35.1,16.7,6.6,3.2,11.0,16.8,115.4,101.6,Virginia,San Diego State
Charleston,2023,Colonial,12,31,3,0.912,80.1,67.2,8.4,-4.01,27.4,62.9,0.436,17.5,32.9,0.531,9.9,30.0,0.331,15.4,20.7,0.744,13.5,26.8,40.3,13.7,7.4,3.1,11.9,16.9,112.5,94.4,,San Diego State
North Carolina State,2023,ACC,11,23,10,0.697,77.7,70.8,12.5,5.58,28.9,64.1,0.45,20.6,40.3,0.511,8.3,23.8,0.347,11.7,16.2,0.722,11.3,25.3,36.6,12.8,7.8,4.5,9.4,17.4,110.9,101.1,,Creighton
Utah State,2023,Mountain West,10,26,8,0.765,78.2,69.9,14.23,6.81,27.1,56.4,0.479,17.8,32.4,0.548,9.3,24.0,0.387,14.8,19.4,0.763,8.6,26.9,35.5,16.7,5.0,3.3,12.2,16.8,112.6,100.7,,Missouri
West Virginia,2023,Big 12,9,19,14,0.576,76.0,70.9,15.95,10.89,25.9,57.4,0.452,18.6,36.6,0.509,7.3,20.8,0.35,16.8,22.6,0.743,11.3,22.6,33.9,13.0,6.7,3.1,12.9,18.6,108.8,101.5,,Maryland
Maryland,2023,Big Ten,8,21,12,0.636,69.7,63.5,14.58,8.35,24.6,55.0,0.448,18.0,34.7,0.518,6.7,20.3,0.328,13.8,18.9,0.732,9.8,23.8,33.6,11.4,5.5,3.7,10.7,16.0,107.7,98.1,West Virginia,Alabama
Missouri,2023,SEC,7,24,9,0.727,78.9,74.4,11.4,6.89,28.2,59.8,0.472,18.9,33.9,0.558,9.3,25.8,0.36,13.2,17.4,0.758,8.9,21.4,30.2,15.9,10.2,2.7,11.1,18.0,112.0,105.6,Utah State,Princeton
Creighton,2023,Big East,6,21,12,0.636,76.4,68.4,17.82,9.8,27.4,58.5,0.469,18.8,34.1,0.551,8.6,24.4,0.354,13.0,16.6,0.783,8.3,28.7,37.0,15.7,5.0,4.1,11.6,13.1,109.6,98.1,"NC State, Baylor, Princeton",San Diego State
San Diego State,2023,Mountain West,5,27,6,0.818,71.2,63.5,15.81,8.92,25.3,57.7,0.438,18.3,37.8,0.485,6.9,19.9,0.348,13.6,18.9,0.722,10.9,25.4,36.3,12.9,6.7,3.9,11.6,16.3,106.1,94.6,"College of Charleston, Furman, Alabama, Creighton, Florida Atlantic",Connecticut
Virginia,2023,ACC,4,25,7,0.781,67.8,60.5,13.28,5.97,24.0,53.5,0.449,17.4,34.4,0.504,6.7,19.1,0.35,13.1,18.6,0.703,8.3,24.0,32.2,15.7,6.8,4.3,8.5,14.3,108.1,96.5,,Furman
Baylor,2023,Big 12,3,22,10,0.688,77.0,70.3,17.3,10.54,25.9,57.6,0.45,16.4,31.7,0.516,9.5,25.8,0.368,15.8,21.2,0.744,11.5,22.5,34.0,14.2,6.6,2.4,12.1,17.4,113.3,103.3,UC Santa Barbara,Creighton
Arizona,2023,Pac–12,2,28,6,0.824,81.9,71.1,19.08,8.34,29.2,59.2,0.494,20.8,36.9,0.564,8.4,22.3,0.378,15.0,21.2,0.708,10.2,29.1,39.3,18.9,6.1,3.1,13.4,16.9,112.6,97.8,,Princeton
Alabama,2023,SEC,1,29,5,0.853,81.8,68.3,23.19,9.65,27.6,62.5,0.442,17.8,33.0,0.538,9.9,29.5,0.335,16.6,22.9,0.725,13.1,31.6,44.6,15.0,6.1,5.1,13.8,18.7,110.4,92.1,"Texas A&M-Corpus Christi, Maryland",San Diego State
Texas Southern,2022,SWAC,16,18,12,0.6,69.0,66.1,-3.3,-6.24,25.1,57.9,0.433,19.5,40.0,0.486,5.6,17.9,0.314,13.2,19.5,0.679,11.8,27.6,39.4,10.7,5.6,5.2,14.9,17.7,98.6,94.4,Texas A&M-Corpus Christi,Kansas
Jacksonville State,2022,ASUN,15,21,10,0.677,73.5,67.2,-0.19,-3.79,26.2,56.1,0.467,16.9,32.1,0.527,9.3,24.0,0.386,11.9,17.3,0.686,9.6,27.2,36.8,14.3,6.2,2.9,13.1,14.3,108.6,99.3,,Auburn
Colgate,2022,Patriot,14,23,11,0.676,75.6,67.1,0.98,-6.37,27.5,58.1,0.474,17.6,33.6,0.525,9.9,24.5,0.404,10.6,15.2,0.697,8.8,27.3,36.2,17.1,6.1,3.6,11.3,14.5,111.4,98.9,,Wisconsin
South Dakota State,2022,Summit,13,30,4,0.882,85.9,73.2,6.6,-3.77,30.8,59.1,0.521,21.5,38.2,0.563,9.3,20.9,0.445,14.9,19.7,0.758,7.4,28.1,35.5,15.1,6.1,2.5,11.0,15.3,119.3,101.7,,Providence
Richmond,2022,Atlantic 10,12,23,12,0.657,71.0,68.4,7.07,4.48,25.2,57.1,0.442,17.4,33.3,0.523,7.8,23.8,0.329,12.7,17.7,0.718,7.6,24.7,32.3,14.5,7.6,2.4,9.8,13.9,104.8,100.9,Iowa,Providence
Iowa State,2022,Big 12,11,20,12,0.625,65.6,62.5,12.38,9.33,24.3,56.3,0.431,17.6,35.1,0.501,6.7,21.2,0.315,10.4,15.2,0.683,9.6,22.8,32.4,14.7,8.5,3.1,13.8,18.3,96.9,92.4,"Louisiana State, Wisconsin",Miami (FL)
Miami (FL),2022,ACC,10,23,10,0.697,73.9,70.4,11.22,7.62,27.3,57.7,0.473,20.4,37.2,0.548,6.9,20.5,0.339,12.4,16.6,0.742,7.3,23.3,30.6,14.1,8.9,3.2,9.5,14.9,108.6,103.3,"Southern California, Auburn, Iowa State",Kansas
Creighton,2022,Big East,9,22,11,0.667,69.2,66.4,11.34,8.54,25.6,57.2,0.448,18.9,35.4,0.533,6.7,21.8,0.308,11.3,15.3,0.738,9.6,28.5,38.1,13.3,5.5,4.3,14.1,13.6,100.5,96.4,San Diego State,Kansas
San Diego State,2022,Mountain West,8,23,8,0.742,65.4,58.1,13.13,5.85,23.8,55.0,0.432,17.8,38.1,0.467,6.0,16.9,0.354,11.8,17.1,0.692,9.8,25.2,35.0,11.9,7.5,4.8,12.8,17.5,99.0,88.0,,Creighton
USC,2022,Pac–12,7,26,7,0.788,72.4,66.0,12.5,6.09,26.8,58.9,0.455,20.0,39.9,0.501,6.8,18.9,0.357,12.1,18.2,0.664,11.7,28.4,40.1,14.3,5.0,4.4,12.2,15.6,106.5,97.0,,Miami (FL)
LSU,2022,SEC,6,22,11,0.667,72.6,63.4,17.45,8.3,25.9,59.0,0.438,19.4,38.5,0.504,6.5,20.5,0.316,14.4,19.7,0.731,12.1,24.9,37.0,12.7,11.0,4.3,14.7,19.1,102.3,89.4,,Iowa State
Iowa,2022,Big Ten,5,26,9,0.743,83.2,71.2,18.9,6.87,29.8,64.5,0.461,20.6,39.2,0.525,9.2,25.3,0.363,14.5,19.4,0.749,11.9,25.4,37.3,16.0,7.3,4.3,9.2,16.2,117.5,100.5,,Richmond
Providence,2022,Big East,4,25,5,0.833,71.5,66.2,13.08,7.75,24.5,56.3,0.435,17.1,34.9,0.49,7.4,21.4,0.344,15.2,20.8,0.728,10.5,27.1,37.6,13.2,5.0,3.7,11.4,16.0,106.4,98.5,"South Dakota State, Richmond",Kansas
Wisconsin,2022,Big Ten,3,24,7,0.774,69.9,66.0,13.13,9.16,24.7,58.5,0.422,18.2,37.4,0.487,6.5,21.1,0.306,14.1,19.0,0.743,9.3,25.7,35.0,11.1,5.3,2.9,8.7,16.8,104.4,98.5,Colgate,Iowa State
Auburn,2022,SEC,2,27,5,0.844,78.2,67.2,19.2,8.17,27.7,63.7,0.435,19.7,38.4,0.513,8.1,25.4,0.318,14.7,20.1,0.731,12.8,27.6,40.4,14.7,8.4,8.0,12.1,18.5,108.1,92.9,Jacksonville State,Miami (FL)
Kansas,2022,Big 12,1,28,6,0.824,78.2,67.2,22.28,11.3,28.6,59.8,0.478,21.5,40.0,0.536,7.2,19.8,0.361,13.9,19.4,0.717,11.0,26.9,37.9,15.3,6.3,4.3,12.1,15.9,111.5,95.8,"Texas Southern, Creighton, Providence, Miami (FL), Villanova, North Carolina",
Wright State,2022,Horizon,16,21,13,0.618,75.8,71.8,-1.94,-5.11,27.4,59.4,0.461,20.9,40.0,0.524,6.5,19.4,0.333,14.5,18.9,0.768,10.5,24.4,34.9,14.1,5.9,3.0,12.2,14.5,108.3,102.6,Bryant,Arizona
Delaware,2022,Colonial,15,22,12,0.647,73.4,70.2,0.32,-1.82,26.0,55.4,0.469,18.5,33.9,0.545,7.5,21.5,0.347,14.0,18.8,0.744,8.5,24.0,32.5,12.6,6.7,3.7,12.6,15.6,107.2,102.5,,Villanova
Longwood,2022,Big South,14,26,6,0.812,75.7,65.8,-0.35,-6.11,26.5,58.5,0.452,18.3,37.0,0.495,8.2,21.6,0.378,14.7,20.2,0.726,11.9,25.0,36.9,14.1,7.8,2.4,12.1,15.4,110.8,96.2,,Tennessee
Chattanooga,2022,Southern,13,27,7,0.794,74.2,64.4,6.12,-0.94,27.3,58.8,0.464,19.4,36.0,0.54,7.9,22.9,0.345,11.7,15.6,0.746,10.8,25.3,36.1,12.8,7.2,2.1,11.0,15.6,111.6,96.9,,Illinois
UAB,2022,C-USA,12,27,7,0.794,80.3,66.7,10.89,-0.14,29.6,63.2,0.468,21.7,42.2,0.514,7.9,21.0,0.376,13.3,18.0,0.739,12.1,26.1,38.3,12.9,9.5,4.2,11.5,16.5,112.9,93.8,,Houston
Michigan,2022,Big Ten,11,17,14,0.548,72.6,69.4,14.26,11.02,26.9,57.6,0.467,20.6,39.1,0.527,6.3,18.5,0.339,12.6,16.9,0.746,9.9,25.8,35.7,14.1,4.7,3.3,11.6,15.2,107.7,102.9,"Colorado State, Tennessee",Villanova
Loyola Chicago,2022,Missouri Valley,10,25,7,0.781,72.8,61.5,13.39,2.92,25.9,54.4,0.476,17.0,31.0,0.55,8.9,23.4,0.379,12.1,17.0,0.712,7.8,26.1,33.9,14.9,6.9,2.4,12.2,17.2,109.2,92.2,,Ohio State
TCU,2022,Big 12,9,20,12,0.625,68.5,64.9,13.72,10.16,25.4,57.7,0.439,19.8,39.4,0.503,5.5,18.3,0.302,12.2,18.1,0.674,13.0,26.0,39.0,13.6,6.4,4.1,14.5,15.5,101.1,95.8,Seton Hall,Arizona
Seton Hall,2022,Big East,8,21,10,0.677,71.9,66.4,12.75,8.52,25.3,60.2,0.42,17.9,38.5,0.466,7.3,21.6,0.338,14.1,18.8,0.753,12.1,26.4,38.5,10.3,7.1,5.4,12.1,15.6,104.3,96.3,,TCU
Ohio State,2022,Big Ten,7,19,11,0.633,72.8,67.7,14.17,9.08,25.6,54.4,0.471,17.8,32.9,0.54,7.8,21.5,0.365,13.8,18.2,0.757,9.0,25.6,34.6,12.5,4.5,4.8,11.2,16.4,110.9,103.2,Loyola (IL),Villanova
Colorado State,2022,Mountain West,6,25,5,0.833,73.4,66.0,11.51,4.77,26.5,55.2,0.48,18.7,33.4,0.56,7.8,21.8,0.357,12.6,16.4,0.773,6.7,25.0,31.7,14.3,6.4,3.1,10.1,15.0,110.4,99.3,,Michigan
Houston,2022,American,5,29,5,0.853,74.8,58.8,22.55,6.47,27.7,59.7,0.465,19.9,36.5,0.545,7.8,23.2,0.338,11.5,17.3,0.667,13.3,25.7,39.0,16.2,8.0,5.2,11.1,17.2,113.9,89.5,"UAB, Illinois, Arizona",Villanova
Illinois,2022,Big Ten,4,22,9,0.71,74.4,67.2,16.69,9.48,26.2,58.3,0.448,17.2,33.5,0.514,8.9,24.9,0.359,13.2,18.7,0.706,11.5,27.0,38.5,15.2,5.2,3.0,12.4,16.3,108.8,98.2,Chattanooga,Houston
Tennessee,2022,SEC,3,26,7,0.788,73.5,62.9,20.46,9.94,26.1,60.2,0.434,17.4,36.0,0.485,8.7,24.2,0.36,12.5,17.4,0.715,11.7,25.2,36.9,16.5,9.3,4.3,12.3,16.9,106.2,91.0,Longwood,Michigan
Villanova,2022,Big East,2,26,7,0.788,71.7,62.7,19.31,10.29,24.3,56.1,0.432,14.9,30.1,0.495,9.3,26.0,0.359,13.9,16.7,0.83,10.3,24.5,34.8,11.9,6.0,2.2,9.9,14.9,112.4,98.3,"Delaware, Ohio State, Michigan, Houston",Kansas
Arizona,2022,Pac–12,1,31,3,0.912,84.0,68.1,22.75,6.83,30.2,61.3,0.492,22.4,39.3,0.571,7.8,22.0,0.352,15.8,21.4,0.739,11.6,29.8,41.4,19.6,6.7,5.7,13.4,16.7,114.7,92.9,"Wright State, TCU",Houston
Norfolk State,2022,MEAC,16,24,6,0.8,74.3,64.4,-3.91,-9.3,26.3,57.0,0.461,19.3,36.7,0.526,7.0,20.3,0.343,14.8,21.1,0.699,10.3,28.2,38.5,12.5,6.7,3.6,14.0,17.6,105.0,91.1,,Baylor
Saint Peter's,2022,MAAC,15,19,11,0.633,67.0,62.5,2.96,-0.47,23.4,54.9,0.427,17.6,38.2,0.461,5.8,16.6,0.35,14.3,20.4,0.701,10.8,25.1,35.8,12.3,7.1,5.0,13.4,19.7,99.7,93.0,"Kentucky, Murray State, Purdue",North Carolina
Yale,2022,Ivy,14,19,11,0.633,71.8,69.1,-0.1,-1.33,25.6,58.1,0.442,18.8,37.2,0.506,6.8,20.9,0.328,13.7,18.6,0.735,9.0,26.9,35.9,12.0,6.2,3.2,12.8,17.5,101.8,98.0,,Purdue
Akron,2022,MAC,13,24,9,0.727,70.6,62.6,0.91,-3.93,24.3,52.9,0.46,16.5,30.9,0.535,7.8,22.0,0.354,14.2,20.6,0.689,9.8,25.1,34.9,11.6,5.9,3.2,11.4,15.8,109.8,97.3,,UCLA
Wyoming,2022,Mountain West,12,25,8,0.758,72.5,65.5,9.36,3.6,25.1,54.9,0.457,17.0,31.2,0.545,8.1,23.6,0.342,14.3,19.7,0.725,8.2,27.4,35.6,11.2,3.9,2.0,11.3,15.2,107.8,97.3,,Indiana
Virginia Tech,2022,ACC,11,23,12,0.657,70.8,62.8,14.48,6.48,25.9,55.0,0.471,17.1,32.4,0.526,8.9,22.6,0.392,10.1,13.5,0.751,8.5,23.5,32.0,14.3,5.3,3.2,10.9,14.9,111.0,98.4,,Texas
San Francisco,2022,West Coast,10,24,9,0.727,77.4,67.8,14.12,5.24,27.8,60.7,0.457,18.1,33.2,0.546,9.6,27.5,0.35,12.2,17.6,0.694,10.6,27.2,37.9,13.0,7.7,4.6,12.8,18.1,108.7,95.2,,Murray State
Marquette,2022,Big East,9,19,12,0.613,74.0,71.6,11.36,8.96,26.9,59.8,0.45,18.3,34.8,0.526,8.6,25.0,0.344,11.6,15.7,0.741,7.8,26.9,34.8,16.0,7.8,5.2,12.4,17.4,102.7,99.3,,North Carolina
North Carolina,2022,ACC,8,24,9,0.727,77.9,71.3,15.5,8.88,27.6,61.8,0.447,19.2,38.3,0.501,8.4,23.5,0.358,14.3,18.7,0.764,11.5,29.8,41.3,14.9,5.2,3.9,11.7,14.5,109.7,100.4,"Marquette, Baylor, UCLA, Saint Peter's, Duke",Kansas
Murray State,2022,Ohio Valley,7,30,2,0.938,79.1,63.2,9.87,-3.07,28.8,60.5,0.476,20.8,37.7,0.551,8.0,22.8,0.351,13.6,19.6,0.692,12.5,26.6,39.1,14.7,7.8,3.2,11.4,15.4,115.5,92.3,San Francisco,Saint Peter's
Texas,2022,Big 12,6,21,11,0.656,68.8,60.6,17.01,8.87,24.5,55.5,0.441,17.9,35.4,0.504,6.6,20.0,0.33,13.2,17.7,0.746,10.4,22.9,33.3,13.2,7.7,3.4,11.6,17.9,105.9,93.4,Virginia Tech,Purdue
Saint Mary's,2022,West Coast,5,25,7,0.781,69.7,60.6,14.82,6.58,26.1,56.3,0.464,18.9,35.9,0.527,7.2,20.5,0.353,10.2,13.5,0.758,8.6,25.1,33.7,13.5,6.9,2.5,11.2,15.6,106.5,92.6,Indiana,UCLA
UCLA,2022,Pac–12,4,25,7,0.781,75.4,64.5,19.3,8.36,27.6,61.4,0.45,20.9,42.2,0.494,6.8,19.2,0.353,13.4,18.1,0.741,11.3,25.3,36.6,13.9,7.0,3.3,8.9,15.8,111.4,95.3,"Akron, Saint Mary's (CA)",North Carolina
Purdue,2022,Big Ten,3,27,7,0.794,79.4,68.4,19.14,8.23,27.7,56.6,0.49,19.2,34.4,0.558,8.5,22.2,0.384,15.4,21.6,0.711,11.1,27.5,38.7,16.2,4.6,3.5,11.8,14.5,117.8,101.6,"Yale, Texas",Saint Peter's
Kentucky,2022,SEC,2,26,7,0.788,79.4,66.6,20.9,8.02,30.3,62.7,0.483,24.2,45.2,0.535,6.1,17.5,0.347,12.8,17.6,0.726,13.0,27.2,40.1,16.1,6.8,4.2,11.6,14.3,114.0,95.5,,Saint Peter's
Baylor,2022,Big 12,1,26,6,0.812,77.0,64.1,21.73,8.76,28.3,61.3,0.462,20.2,37.8,0.536,8.1,23.5,0.343,12.4,17.8,0.697,12.9,24.3,37.2,15.9,8.8,3.4,12.4,16.1,111.5,92.7,Norfolk State,North Carolina
Georgia State,2022,Sun Belt,16,18,10,0.643,70.7,65.7,-1.11,-1.34,24.9,62.3,0.4,17.3,39.2,0.441,7.6,23.1,0.33,13.2,18.4,0.72,13.3,24.1,37.4,13.5,8.8,4.5,11.7,16.1,101.7,94.6,,Gonzaga
Cal State Fullerton,2022,Big West,15,21,10,0.677,70.0,66.5,-0.04,-2.28,24.8,55.7,0.445,19.3,38.9,0.494,5.5,16.7,0.329,15.0,19.5,0.766,9.8,23.7,33.4,11.3,7.3,2.0,12.1,15.8,104.2,99.0,,Duke
Montana State,2022,Big Sky,14,27,7,0.794,76.5,69.3,-0.26,-5.54,26.4,55.8,0.473,18.7,34.9,0.536,7.7,20.8,0.368,16.1,21.4,0.754,8.7,26.4,35.1,13.2,5.2,3.7,12.9,18.3,108.9,98.6,,Texas Tech
Vermont,2022,America East,13,28,5,0.848,74.8,60.7,7.81,-5.7,27.5,55.9,0.492,18.8,31.9,0.588,8.8,24.0,0.365,11.0,14.8,0.742,7.3,27.7,35.0,15.1,5.1,2.5,9.6,14.0,114.4,92.9,,Arkansas
New Mexico State,2022,WAC,12,26,6,0.812,72.5,64.6,7.11,1.24,25.6,56.3,0.454,17.7,32.4,0.546,7.9,23.9,0.33,13.5,19.2,0.702,10.9,27.3,38.2,13.7,5.0,4.1,14.1,15.9,105.7,94.2,Connecticut,Arkansas
Rutgers,2022,Big Ten,11,18,13,0.581,68.5,66.5,8.78,6.81,25.8,58.0,0.445,19.6,39.7,0.494,6.2,18.3,0.339,10.7,15.2,0.7,10.2,25.4,35.7,15.2,7.0,4.0,11.5,15.8,102.9,99.9,,Notre Dame
Davidson,2022,Atlantic 10,10,27,6,0.818,75.5,66.0,10.43,1.92,26.7,55.5,0.481,17.9,32.6,0.547,8.9,22.9,0.387,13.2,17.6,0.754,7.4,26.8,34.1,14.6,4.6,2.6,9.8,14.8,113.8,99.5,,Michigan State
Memphis,2022,American,9,21,10,0.677,75.2,68.3,14.67,7.86,26.9,57.4,0.469,20.7,39.9,0.519,6.2,17.5,0.355,15.1,21.7,0.694,12.5,26.3,38.8,15.8,8.4,5.5,16.0,18.8,105.8,96.2,Boise State,Gonzaga
Boise State,2022,Mountain West,8,27,7,0.794,68.3,60.9,11.93,5.22,24.3,54.6,0.445,16.9,33.4,0.507,7.3,21.2,0.346,12.4,19.1,0.65,10.2,24.6,34.8,11.4,6.0,3.4,12.1,15.0,104.1,92.8,,Memphis
Michigan State,2022,Big Ten,7,22,12,0.647,72.2,69.0,13.18,9.96,26.1,57.2,0.456,18.8,37.9,0.496,7.3,19.3,0.378,12.8,17.1,0.75,10.1,26.8,36.9,15.7,5.7,5.0,12.8,16.9,106.4,101.7,Davidson,Duke
Alabama,2022,SEC,6,19,13,0.594,79.5,76.5,14.62,11.59,27.6,62.8,0.44,18.4,32.9,0.559,9.2,29.9,0.309,15.0,20.6,0.728,13.4,26.2,39.6,14.7,7.1,4.7,14.5,18.5,108.1,104.0,,Notre Dame
UConn,2022,Big East,5,23,9,0.719,74.8,65.3,16.4,6.88,26.7,61.2,0.435,19.2,40.1,0.48,7.4,21.1,0.352,14.1,18.7,0.753,13.8,26.6,40.4,14.0,5.9,6.4,11.8,16.8,109.9,95.9,,New Mexico State
Arkansas,2022,SEC,4,25,8,0.758,75.9,68.3,16.27,8.62,26.3,60.6,0.434,20.0,39.8,0.501,6.3,20.7,0.304,17.1,22.5,0.76,10.8,27.0,37.8,13.8,7.6,4.1,12.2,16.9,104.8,94.3,"Vermont, New Mexico State, Gonzaga",Duke
Texas Tech,2022,Big 12,3,25,9,0.735,72.1,60.6,20.08,8.65,26.2,55.5,0.472,20.1,36.6,0.549,6.1,18.9,0.321,13.6,19.5,0.698,10.6,25.9,36.4,13.7,8.0,3.5,13.5,16.2,106.0,89.2,"Montana State, Notre Dame",Duke
Duke,2022,ACC,2,28,6,0.824,80.1,67.8,19.55,7.26,29.7,60.4,0.491,21.8,38.9,0.561,7.9,21.6,0.366,12.8,17.3,0.738,10.5,27.4,37.9,16.5,6.4,5.6,10.3,13.6,117.0,99.1,"Cal State Fullerton, Michigan State, Texas Tech, Arkansas",North Carolina
Gonzaga,2022,West Coast,1,26,3,0.897,87.2,66.2,25.46,4.5,32.7,62.6,0.521,24.5,40.5,0.604,8.2,22.1,0.37,13.7,19.2,0.713,9.7,32.3,41.9,18.1,6.4,5.8,11.6,15.5,118.1,89.7,"Georgia State, Memphis",Arkansas
Drexel,2021,Colonial,16,12,7,0.632,70.3,67.4,-0.97,-3.92,25.7,55.0,0.467,18.5,35.5,0.52,7.3,19.6,0.371,11.7,15.0,0.78,8.7,25.2,33.9,14.9,4.6,2.4,12.8,14.9,106.5,102.1,,Illinois
Cleveland State,2021,Horizon,15,19,7,0.731,70.9,71.2,-5.12,-4.82,26.0,57.7,0.45,19.6,37.9,0.517,6.4,19.8,0.321,12.6,18.8,0.671,10.5,24.1,34.6,13.7,7.0,2.6,12.9,19.4,102.6,103.0,,Houston
Morehead State,2021,Ohio Valley,14,23,7,0.767,68.8,64.1,-0.95,-4.33,24.7,53.3,0.463,18.1,34.6,0.522,6.6,18.7,0.354,12.8,18.8,0.68,10.2,27.1,37.3,12.8,4.4,5.0,15.4,14.4,101.6,94.7,,West Virginia
