team,year,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating
Duke,2001,90.7,70.5,32.18,11.98,31.2,64.9,0.481,20.8,37.8,0.55,10.4,27.1,0.385,17.9,25.7,0.696,13.8,24.8,38.6,18.0,10.5,5.0,13.6,16.9,117.8,91.5
Kentucky,2001,79.8,70.6,20.32,11.12,29.1,60.3,0.482,21.9,39.5,0.553,7.2,20.8,0.346,14.5,22.1,0.655,13.6,24.9,38.6,15.9,6.7,4.4,15.1,18.6,110.2,97.5
Boston College,2001,79.6,66.5,17.99,5.19,27.5,60.4,0.454,20.3,40.1,0.506,7.2,20.3,0.353,17.5,24.6,0.709,15.2,21.3,36.4,14.5,10.2,3.0,13.2,20.4,113.6,95.0
UCLA,2001,79.5,74.4,17.13,12.07,28.2,60.8,0.463,22.3,44.1,0.504,5.9,16.7,0.355,17.2,25.9,0.663,13.8,24.3,38.1,14.5,7.8,4.0,16.1,20.9,105.5,98.8
Ohio State,2001,71.2,63.6,15.68,8.16,25.0,53.1,0.471,19.5,38.8,0.504,5.5,14.3,0.381,15.7,22.5,0.699,11.5,23.7,35.2,15.3,5.2,5.2,15.2,19.6,105.8,94.6
USC,2001,77.1,71.2,16.54,10.84,26.4,57.5,0.459,20.3,39.9,0.508,6.1,17.6,0.348,18.1,25.7,0.706,12.4,24.4,36.8,15.1,7.6,4.4,15.1,18.1,106.7,98.5
Iowa,2001,74.1,70.5,14.25,10.71,23.3,54.1,0.43,17.3,37.8,0.458,6.0,16.4,0.366,21.5,30.5,0.705,13.8,24.8,38.6,13.5,5.5,2.4,14.9,22.4,106.1,101.0
Georgia,2001,72.8,72.8,12.72,12.75,27.3,58.7,0.464,22.7,45.5,0.499,4.6,13.3,0.345,13.7,20.4,0.672,12.8,25.7,38.5,15.2,6.3,4.8,15.6,18.4,104.8,104.9
Missouri,2001,75.5,72.8,10.76,9.2,25.7,61.1,0.42,17.2,38.8,0.443,8.5,22.2,0.38,15.8,22.5,0.701,14.1,24.0,38.2,12.7,7.8,4.0,15.1,20.6,103.9,100.1
Creighton,2001,72.7,63.2,12.41,3.01,24.6,55.7,0.442,16.8,34.0,0.495,7.8,21.7,0.359,15.6,22.3,0.702,11.2,22.7,33.9,15.3,9.2,3.6,13.3,20.2,106.2,92.5
Oklahoma State,2001,71.0,64.5,10.83,4.73,25.6,55.1,0.464,21.3,41.9,0.508,4.3,13.2,0.327,15.5,24.5,0.633,12.1,25.8,38.0,13.5,8.0,3.8,16.9,18.9,99.6,90.5
Utah State,2001,70.7,57.6,9.99,-1.48,25.1,51.6,0.485,19.2,36.5,0.525,5.9,15.1,0.39,14.7,21.9,0.673,10.9,23.7,34.6,15.0,6.5,3.9,14.3,17.1,109.0,88.8
Hofstra,2001,72.8,62.2,5.12,-5.47,25.3,53.5,0.473,19.9,37.2,0.535,5.4,16.2,0.332,16.8,26.0,0.647,12.0,25.6,37.6,13.4,7.6,3.8,16.5,17.6,103.6,88.5
Southern Utah,2001,72.4,65.0,3.01,-3.42,25.3,51.7,0.489,18.9,35.8,0.528,6.4,15.9,0.4,15.5,21.7,0.713,10.8,21.4,32.2,14.9,10.4,2.8,15.2,19.8,108.6,97.6
Holy Cross,2001,67.8,62.3,-0.31,-5.84,21.3,47.9,0.445,16.8,35.0,0.48,4.5,12.9,0.351,20.6,31.3,0.657,12.9,25.6,38.5,12.8,6.3,5.2,17.1,19.4,101.1,92.9
Monmouth,2001,70.3,65.3,-3.82,-8.86,24.4,53.7,0.454,17.9,35.3,0.507,6.5,18.4,0.353,15.1,21.9,0.689,9.7,24.4,34.0,14.2,9.0,3.4,15.2,16.7,100.8,93.6
Stanford,2001,83.2,65.5,25.77,9.86,28.0,54.9,0.511,20.6,37.6,0.549,7.4,17.3,0.429,19.7,26.6,0.743,10.7,25.9,36.6,16.7,5.5,3.2,12.9,22.9,119.4,94.0
Iowa State,2001,79.1,68.2,15.9,4.87,26.5,56.0,0.474,20.7,41.9,0.493,5.9,14.1,0.417,20.1,27.6,0.728,12.1,27.5,39.6,13.8,6.1,3.3,15.1,20.5,109.6,94.6
Maryland,2001,85.2,72.4,23.83,10.99,31.1,64.3,0.484,25.4,49.3,0.516,5.7,15.0,0.38,17.3,24.8,0.696,15.1,26.0,41.1,19.2,8.9,5.9,14.5,19.8,113.6,96.5
Indiana,2001,70.8,64.3,17.58,11.05,25.2,55.8,0.453,19.9,41.1,0.485,5.3,14.7,0.362,15.0,23.6,0.636,11.1,26.2,37.3,15.1,6.8,5.2,14.6,19.1,100.8,91.5
Cincinnati,2001,73.9,65.5,16.19,7.85,26.3,59.3,0.444,20.2,42.2,0.479,6.1,17.1,0.357,15.1,21.7,0.697,13.3,21.5,34.7,12.9,5.5,3.4,10.9,19.0,110.0,97.6
Wisconsin,2001,59.4,56.6,14.9,12.08,19.8,46.5,0.426,13.8,30.1,0.46,6.0,16.4,0.365,13.8,19.6,0.702,8.0,21.9,30.0,12.3,5.9,2.3,11.6,17.9,99.4,94.7
Arkansas,2001,79.9,68.8,17.25,6.15,28.4,64.2,0.443,19.6,40.3,0.487,8.8,23.9,0.368,14.2,20.6,0.69,13.2,22.3,35.5,15.4,11.8,4.0,14.5,21.1,106.8,91.9
Georgia Tech,2001,75.6,72.9,14.52,11.79,25.9,60.7,0.426,17.2,37.4,0.46,8.7,23.3,0.371,15.2,22.1,0.69,11.5,26.0,37.5,16.3,7.9,4.5,15.8,21.5,100.2,96.6
Saint Joseph's,2001,79.5,71.3,12.73,4.46,27.4,56.9,0.482,19.7,35.2,0.559,7.7,21.7,0.356,17.0,24.5,0.693,11.2,26.5,37.6,17.9,6.2,3.9,14.5,19.8,110.2,98.8
Georgetown,2001,78.0,67.5,12.06,1.58,28.0,64.1,0.437,22.4,47.1,0.475,5.6,17.0,0.332,16.4,24.8,0.661,18.4,26.5,44.9,16.6,9.8,6.0,16.7,21.0,105.3,91.2
Georgia State,2001,79.4,68.7,5.25,-3.71,27.3,60.8,0.449,19.2,37.9,0.507,8.1,22.9,0.354,16.7,23.8,0.702,13.0,21.5,34.4,13.2,10.3,3.8,12.8,18.1,110.8,95.9
BYU,2001,70.4,62.7,10.95,3.48,22.5,49.1,0.459,16.9,34.4,0.493,5.6,14.7,0.381,19.7,25.3,0.78,8.8,23.0,31.9,12.5,6.2,3.3,13.1,14.9,108.7,96.8
Kent State,2001,70.3,62.3,8.69,1.44,24.2,56.4,0.429,18.9,41.2,0.459,5.3,15.2,0.349,16.6,21.7,0.763,11.9,20.6,32.4,12.6,6.9,3.1,10.2,19.7,108.3,95.9
George Mason,2001,70.9,65.4,5.12,-0.35,26.1,56.8,0.46,21.4,42.2,0.507,4.7,14.6,0.323,13.9,21.1,0.659,11.9,22.0,33.9,13.7,8.4,4.3,14.3,18.1,103.3,95.3
Hampton,2001,77.2,70.2,-3.66,-10.6,26.6,57.7,0.46,20.3,39.7,0.511,6.3,18.0,0.348,17.8,26.1,0.684,13.6,25.3,38.8,14.0,6.8,5.8,15.3,18.6,107.6,97.8
UNC Greensboro,2001,73.6,71.9,-5.02,-5.85,24.9,56.2,0.444,19.0,40.7,0.467,5.9,15.5,0.383,17.8,23.2,0.769,11.1,22.8,33.8,13.4,8.7,3.8,15.3,20.9,103.2,100.8
Michigan State,2001,77.4,61.8,25.12,9.54,29.0,59.3,0.489,24.6,45.6,0.539,4.4,13.7,0.322,14.9,20.8,0.719,15.6,27.0,42.5,17.5,6.4,4.0,13.7,18.5,115.3,92.1
North Carolina,2001,79.1,70.9,19.95,11.77,28.6,59.8,0.479,22.9,44.0,0.52,5.7,15.7,0.364,16.1,24.1,0.67,12.5,28.8,41.3,17.5,7.4,5.6,15.7,17.5,106.5,95.5
Florida,2001,80.9,67.1,21.36,7.55,27.4,56.9,0.481,19.1,35.4,0.541,8.3,21.5,0.383,17.9,24.5,0.729,10.3,26.6,36.9,17.4,8.7,3.7,14.5,19.0,111.4,92.4
Oklahoma,2001,74.4,64.3,15.56,5.5,26.0,58.3,0.446,18.7,39.0,0.479,7.3,19.3,0.381,15.0,20.2,0.74,12.7,23.2,35.9,13.5,8.5,2.8,12.7,21.4,109.0,94.3
Virginia,2001,85.0,74.8,18.93,8.73,29.4,64.6,0.455,22.3,45.5,0.491,7.0,19.1,0.369,19.2,26.0,0.736,15.1,23.9,39.0,14.5,7.6,3.4,13.8,20.3,112.7,99.2
Texas,2001,70.5,65.0,14.25,8.89,24.1,58.5,0.412,17.8,40.1,0.443,6.3,18.4,0.343,16.0,24.6,0.65,14.2,25.4,39.6,12.2,7.9,5.6,14.8,22.7,100.1,92.3
Penn State,2001,76.8,74.9,12.43,10.55,25.3,59.5,0.426,16.9,36.5,0.462,8.4,22.9,0.367,17.8,23.3,0.764,10.6,21.8,32.4,14.6,8.5,3.5,12.3,19.9,106.4,103.8
California,2001,74.3,68.6,14.77,9.09,26.2,54.8,0.479,20.5,38.6,0.533,5.7,16.2,0.35,16.2,23.6,0.686,9.1,23.1,32.2,16.4,7.3,2.1,13.7,18.4,105.5,97.5
Fresno State,2001,81.5,71.0,15.64,5.13,28.9,61.5,0.47,21.6,41.0,0.527,7.3,20.5,0.355,16.4,24.0,0.681,11.8,25.8,37.6,17.9,10.0,6.3,16.7,19.0,109.8,95.7
Providence,2001,76.1,66.1,13.74,5.44,26.0,58.4,0.446,18.0,38.3,0.469,8.0,20.1,0.4,16.1,22.4,0.719,12.6,23.8,36.4,16.3,9.2,5.5,15.1,20.8,106.2,92.3
Temple,2001,70.4,63.9,16.2,9.77,25.0,58.6,0.427,17.4,36.6,0.477,7.6,22.0,0.345,12.7,18.2,0.7,13.4,22.4,35.7,11.2,7.3,3.7,8.3,15.8,113.3,103.0
Gonzaga,2001,82.4,68.8,12.57,0.32,27.7,54.3,0.51,20.3,36.0,0.564,7.4,18.4,0.404,19.5,28.7,0.681,11.2,27.2,38.3,16.3,5.8,4.1,14.3,18.8,116.3,97.1
Indiana State,2001,72.9,67.8,6.97,2.51,25.3,55.1,0.46,19.1,37.6,0.507,6.3,17.5,0.359,16.0,22.7,0.705,9.8,21.6,31.4,15.3,7.0,2.9,11.8,16.9,108.0,100.4
Western Kentucky,2001,74.3,60.9,8.69,-1.63,26.2,57.7,0.454,19.3,38.2,0.506,6.9,19.5,0.352,15.0,21.7,0.691,14.2,25.8,40.0,14.6,7.9,5.0,14.6,19.0,108.2,88.8
Princeton,2001,57.9,58.1,-2.53,-1.88,20.0,44.6,0.449,11.9,21.6,0.551,8.1,22.9,0.352,9.8,13.4,0.727,6.4,19.2,25.6,14.2,6.7,2.3,12.6,16.9,100.8,101.2
Alabama State,2001,68.9,63.9,-8.99,-13.74,24.4,55.3,0.441,19.1,38.9,0.49,5.3,16.3,0.326,14.8,22.5,0.658,12.5,25.5,37.9,13.2,8.4,3.0,16.5,16.2,98.7,91.5
Illinois,2001,77.9,65.9,23.32,11.38,26.5,58.5,0.454,19.5,39.1,0.499,7.1,19.4,0.364,17.7,25.1,0.705,13.7,26.3,40.0,15.7,7.7,4.2,15.0,22.1,108.4,91.8
Arizona,2001,81.3,66.3,26.84,12.56,28.2,59.2,0.476,22.8,44.1,0.518,5.4,15.1,0.355,19.5,26.1,0.748,13.5,26.3,39.8,16.3,7.9,4.4,15.2,17.5,111.5,90.9
Ole Miss,2001,71.3,64.6,15.1,9.24,24.7,55.9,0.442,18.3,37.2,0.492,6.4,18.7,0.342,15.5,23.7,0.654,11.9,23.2,35.1,14.3,8.1,3.3,14.3,20.5,102.4,92.8
Kansas,2001,82.0,69.3,20.23,9.04,30.4,60.5,0.502,24.8,46.4,0.535,5.5,14.1,0.394,15.8,23.9,0.659,13.4,29.2,42.6,19.4,6.6,5.2,16.1,19.6,110.2,93.1
Syracuse,2001,72.8,67.5,11.14,5.82,26.0,59.7,0.436,20.6,43.4,0.474,5.4,16.2,0.335,15.3,21.4,0.715,13.0,22.7,35.7,16.0,9.6,6.0,13.0,20.0,104.4,96.7
Notre Dame,2001,77.9,69.3,14.36,5.69,27.1,58.8,0.462,19.8,39.8,0.499,7.3,19.0,0.384,16.4,23.8,0.688,12.3,28.1,40.5,17.6,6.6,5.9,14.5,16.7,108.1,96.0
Wake Forest,2001,76.5,66.5,20.53,10.5,27.9,60.5,0.462,22.0,44.0,0.5,5.9,16.5,0.358,14.8,20.3,0.727,11.4,25.4,36.8,15.5,7.3,4.5,12.5,19.1,107.8,93.7
Tennessee,2001,80.8,75.6,15.54,10.32,27.5,60.0,0.459,19.8,38.9,0.508,7.8,21.1,0.369,18.0,26.4,0.68,12.8,26.7,39.4,16.0,7.0,5.8,16.0,21.6,106.9,100.0
Charlotte,2001,78.3,71.9,14.24,7.91,26.5,60.5,0.437,17.2,34.8,0.494,9.2,25.7,0.36,16.1,23.5,0.685,12.5,25.9,38.4,14.3,7.0,2.9,12.7,20.1,108.4,99.7
Butler,2001,69.6,60.8,12.55,3.98,23.6,51.3,0.46,15.8,32.1,0.491,7.8,19.3,0.407,14.6,20.4,0.716,9.5,19.3,28.8,12.1,6.9,2.8,11.8,15.8,109.8,95.9
Xavier,2001,73.4,65.9,12.15,4.59,24.3,57.0,0.427,18.2,36.8,0.495,6.1,20.2,0.303,18.6,26.5,0.703,13.5,25.3,38.8,13.7,7.2,4.0,14.3,19.0,104.3,93.6
Hawaii,2001,72.7,73.1,6.88,7.23,25.7,54.9,0.468,20.0,38.6,0.518,5.7,16.4,0.349,15.6,21.5,0.725,10.8,21.4,32.2,18.0,5.9,2.4,16.6,19.5,102.5,103.0
Cal State Northridge,2001,82.8,75.3,5.95,0.25,28.4,57.6,0.494,21.7,40.5,0.535,6.8,17.1,0.397,19.2,27.0,0.709,11.7,24.5,36.2,19.0,8.3,2.4,15.3,22.4,111.3,101.2
Iona,2001,77.2,72.0,0.25,-4.1,27.6,57.5,0.481,22.8,44.9,0.508,4.8,12.6,0.383,17.2,24.9,0.689,11.5,26.1,37.5,14.6,7.8,5.5,16.9,21.7,103.1,96.0
Eastern Illinois,2001,82.7,78.7,0.99,-2.45,29.5,62.3,0.474,22.1,43.5,0.509,7.4,18.8,0.394,16.3,21.0,0.775,11.6,24.7,36.3,16.6,6.4,3.7,13.8,18.6,111.0,105.6
Northwestern State,2001,71.6,74.9,-11.1,-7.81,24.0,58.0,0.414,18.5,40.8,0.454,5.5,17.2,0.318,18.2,27.4,0.662,12.8,24.0,36.8,12.3,9.6,4.2,16.8,23.9,95.1,99.4
Maryland,2002,85.0,70.9,23.46,9.35,30.1,62.4,0.482,24.1,46.3,0.519,6.0,16.1,0.374,18.8,25.9,0.726,13.1,27.9,41.1,19.8,8.4,6.0,13.8,17.8,,
Connecticut,2002,77.8,69.2,15.38,7.59,28.6,59.2,0.483,24.1,47.7,0.505,4.5,11.5,0.394,16.1,23.1,0.696,13.6,27.0,40.6,14.5,7.5,6.9,16.0,18.0,,
Georgia,2002,76.4,71.0,14.68,9.24,27.2,60.8,0.447,21.3,42.5,0.502,5.9,18.4,0.321,16.0,21.8,0.737,14.6,23.7,38.3,15.5,8.8,3.6,14.2,16.9,,
Kentucky,2002,76.9,68.2,19.15,11.99,28.3,63.2,0.448,21.4,41.5,0.516,6.8,21.6,0.316,13.5,19.9,0.676,15.4,24.7,40.1,14.7,7.9,4.8,14.4,18.2,,
Marquette,2002,73.1,60.7,17.17,4.78,26.4,55.8,0.473,21.2,42.0,0.504,5.2,13.8,0.379,15.1,21.8,0.692,12.7,22.7,35.5,14.0,8.5,3.4,13.8,18.2,,
Texas Tech,2002,79.1,71.6,14.72,7.22,29.1,62.5,0.466,24.5,50.3,0.487,4.6,12.1,0.376,16.4,24.0,0.682,13.1,25.3,38.4,18.4,7.6,4.2,12.4,15.9,,
NC State,2002,75.4,67.8,15.83,8.16,25.4,56.2,0.452,17.2,33.4,0.515,8.2,22.7,0.36,16.5,21.9,0.755,10.4,22.5,32.9,16.1,7.9,2.1,13.3,18.9,,
Wisconsin,2002,67.0,65.7,10.1,9.22,22.8,52.3,0.436,16.3,33.8,0.481,6.6,18.5,0.356,14.7,20.5,0.719,10.3,22.0,32.3,12.7,5.9,1.9,12.9,16.8,,
St. John's,2002,70.3,68.8,7.81,6.31,24.5,61.0,0.401,20.2,45.9,0.439,4.3,15.1,0.287,17.0,25.3,0.67,15.6,22.1,37.7,11.5,10.1,3.8,15.1,20.2,,
Michigan State,2002,69.4,63.8,14.91,9.61,24.6,53.4,0.462,18.8,38.6,0.488,5.8,14.8,0.393,14.3,18.5,0.771,12.2,25.4,37.5,14.1,5.0,3.0,14.9,18.7,,
Southern Illinois,2002,75.5,67.4,9.77,1.66,27.1,58.8,0.461,21.0,42.1,0.499,6.1,16.7,0.366,15.1,24.4,0.619,13.4,25.4,38.8,15.2,7.3,4.8,13.7,20.8,,
Tulsa,2002,80.2,69.5,12.67,2.3,28.3,59.3,0.477,20.6,40.5,0.51,7.6,18.8,0.405,16.0,21.3,0.753,11.0,24.7,35.7,17.2,7.9,4.5,12.8,16.6,,
Valparaiso,2002,77.7,66.1,9.39,-1.24,27.1,60.3,0.449,18.7,36.5,0.513,8.3,23.8,0.35,15.2,22.8,0.667,13.6,24.1,37.6,17.3,10.1,4.1,13.2,17.2,,
Murray State,2002,78.6,73.4,0.67,-1.91,29.4,65.4,0.45,22.8,45.0,0.507,6.6,20.4,0.322,13.2,18.3,0.723,15.9,24.1,40.0,14.5,8.1,4.9,14.3,19.2,,
Hampton,2002,79.5,71.0,-0.42,-8.92,28.3,58.8,0.481,21.7,40.2,0.54,6.6,18.6,0.354,16.3,24.4,0.67,13.8,23.8,37.6,14.2,8.0,3.5,14.8,18.3,,
Siena,2002,69.9,68.9,-2.74,-3.71,23.7,56.8,0.417,16.8,36.7,0.456,6.9,20.1,0.346,15.6,20.9,0.744,11.2,26.6,37.8,12.9,5.5,4.1,15.3,21.3,,
Kansas,2002,90.9,74.7,24.38,9.36,34.0,67.2,0.506,28.0,52.7,0.53,6.1,14.5,0.418,16.8,23.4,0.719,15.1,29.2,44.3,20.7,9.6,5.7,16.3,18.1,,
Oregon,2002,85.5,72.5,19.67,6.93,29.0,59.5,0.487,20.3,38.9,0.522,8.7,20.6,0.422,18.9,24.6,0.769,11.0,25.6,36.6,16.6,7.5,3.3,13.8,18.0,,
Mississippi State,2002,73.8,66.7,14.43,7.34,26.9,56.1,0.48,21.5,40.4,0.531,5.5,15.7,0.348,14.4,22.1,0.653,13.1,25.8,38.8,16.2,8.4,3.5,16.7,17.7,,
Illinois,2002,77.4,67.7,19.2,9.94,25.9,55.2,0.47,18.7,35.4,0.527,7.3,19.8,0.367,18.2,24.6,0.74,11.2,24.9,36.1,16.9,7.4,4.0,14.6,19.7,,
Florida,2002,80.5,66.6,22.27,8.37,28.8,61.3,0.47,21.3,40.0,0.532,7.5,21.2,0.353,15.5,22.2,0.697,13.9,24.9,38.8,16.7,9.9,4.5,14.9,18.7,,
Texas,2002,78.1,73.2,14.31,9.98,27.9,61.6,0.453,22.0,45.6,0.483,5.9,16.0,0.368,16.4,23.9,0.687,15.4,24.5,39.9,15.2,6.2,3.9,13.7,19.4,,
Wake Forest,2002,82.0,77.1,15.25,10.28,29.4,61.6,0.478,22.4,42.3,0.529,7.1,19.3,0.366,16.1,21.8,0.738,12.9,25.6,38.5,16.3,6.5,4.1,14.6,19.3,,
Stanford,2002,80.7,72.7,17.03,9.03,27.4,60.8,0.451,20.5,40.5,0.506,6.9,20.3,0.34,19.0,27.1,0.7,14.9,26.9,41.8,16.0,5.1,4.3,13.6,19.4,,
Western Kentucky,2002,77.8,64.7,10.46,-0.27,27.4,58.9,0.465,18.7,35.9,0.519,8.7,22.9,0.38,14.4,20.6,0.699,12.8,25.6,38.4,15.7,7.1,3.3,14.3,19.2,,
Pepperdine,2002,81.3,74.8,8.59,3.36,29.2,64.2,0.455,21.7,43.7,0.497,7.5,20.5,0.367,15.3,21.3,0.717,13.2,24.7,37.9,14.4,7.4,5.1,14.5,20.7,,
Boston College,2002,73.6,70.5,8.96,5.92,25.0,59.8,0.419,18.4,40.1,0.459,6.6,19.7,0.337,16.9,24.3,0.696,14.1,23.1,37.3,13.5,8.1,3.3,14.0,20.5,,
Creighton,2002,75.7,68.7,8.38,1.39,26.5,57.2,0.464,19.3,37.8,0.512,7.2,19.3,0.372,15.4,21.1,0.73,12.0,23.7,35.7,15.3,8.2,3.9,14.3,18.7,,
San Diego State,2002,74.4,70.9,7.69,6.02,27.5,57.6,0.476,23.0,45.2,0.508,4.5,12.4,0.359,15.0,22.8,0.66,12.1,24.8,36.9,14.3,6.8,3.7,15.4,20.9,,
McNeese State,2002,70.1,63.6,-0.59,-5.79,24.8,56.2,0.44,19.1,40.7,0.468,5.7,15.5,0.367,14.8,22.7,0.653,13.5,24.4,38.0,12.9,8.7,5.1,16.0,19.2,,
Montana,2002,71.5,73.0,-4.19,-1.71,24.5,53.9,0.455,17.6,34.6,0.509,6.9,19.2,0.357,15.6,23.3,0.673,9.9,23.9,33.8,14.6,5.3,3.9,15.0,20.8,,
Holy Cross,2002,63.1,59.6,-1.61,-5.1,21.0,51.8,0.406,16.5,38.5,0.429,4.5,13.3,0.337,16.6,24.0,0.692,12.7,22.9,35.6,13.3,7.8,3.1,14.2,18.3,,
Duke,2002,88.9,69.2,28.91,9.16,31.2,63.1,0.495,22.6,39.4,0.574,8.6,23.7,0.363,17.9,25.9,0.69,12.2,25.0,37.2,17.9,10.0,3.2,14.3,18.7,,
Alabama,2002,75.9,66.7,16.93,7.67,26.0,59.2,0.439,19.8,39.1,0.507,6.2,20.1,0.309,17.7,24.1,0.736,14.5,24.6,39.1,13.1,7.3,3.2,14.0,18.7,,
Pittsburgh,2002,72.3,60.9,14.68,4.53,26.5,56.4,0.47,20.2,36.9,0.548,6.3,19.5,0.323,13.0,21.5,0.605,13.3,25.2,38.4,16.9,6.7,4.5,14.2,17.5,,
USC,2002,77.9,69.8,16.49,8.31,28.4,64.5,0.441,22.1,46.3,0.477,6.3,18.1,0.347,14.8,21.4,0.692,14.2,24.3,38.5,15.8,9.0,4.0,12.2,19.8,,
Indiana,2002,70.5,62.6,19.19,12.08,24.8,53.8,0.46,17.5,36.0,0.485,7.3,17.8,0.41,13.6,19.6,0.696,11.0,24.2,35.2,14.8,6.9,5.2,13.7,17.0,,
California,2002,72.2,66.6,13.08,7.45,26.1,57.8,0.452,20.3,39.2,0.517,5.8,18.6,0.314,14.2,20.9,0.677,11.4,22.6,34.0,15.2,7.9,4.1,13.2,19.3,,
Oklahoma State,2002,71.7,64.1,14.4,6.81,26.1,58.2,0.448,20.9,42.3,0.494,5.2,15.9,0.327,14.3,22.1,0.644,15.0,24.9,40.0,14.4,7.7,3.4,15.2,18.1,,
Notre Dame,2002,78.8,68.4,15.67,6.14,28.3,61.7,0.459,20.9,42.2,0.495,7.4,19.5,0.379,14.8,20.9,0.709,13.2,27.7,40.9,19.1,7.8,4.9,13.2,16.6,,
Charlotte,2002,73.5,68.6,13.62,8.69,25.4,57.7,0.44,17.1,35.1,0.488,8.2,22.5,0.365,14.5,20.5,0.708,12.6,25.3,37.9,13.9,6.8,2.4,13.6,18.0,,
Kent State,2002,75.9,64.0,13.67,2.1,27.4,58.4,0.469,21.2,41.3,0.512,6.2,17.1,0.365,14.9,20.4,0.728,13.2,23.6,36.7,13.4,6.4,2.0,10.9,19.0,,
Utah,2002,67.3,61.3,10.69,5.19,22.9,48.9,0.469,15.1,29.5,0.511,7.9,19.4,0.405,13.5,20.1,0.673,8.8,21.8,30.6,14.6,6.0,2.7,13.2,18.8,,
UNC Wilmington,2002,67.9,61.6,6.17,-0.08,23.8,54.6,0.435,17.1,36.7,0.465,6.7,17.9,0.373,13.7,19.8,0.689,11.3,23.1,34.4,13.7,8.3,3.2,12.2,18.2,,
Central Connecticut State,2002,71.2,63.1,-1.1,-9.29,25.4,55.5,0.458,21.1,43.1,0.489,4.3,12.4,0.35,16.0,21.8,0.736,13.1,25.9,39.0,13.3,6.7,3.3,15.0,16.1,,
Florida Atlantic,2002,74.3,72.1,-3.94,-5.32,27.7,64.9,0.427,22.0,47.9,0.459,5.7,17.0,0.338,13.1,19.7,0.666,16.3,22.8,39.1,15.6,9.5,3.5,15.3,17.8,,
Winthrop,2002,67.5,65.1,-6.53,-8.2,23.4,56.0,0.418,17.1,35.6,0.481,6.3,20.3,0.308,14.5,22.1,0.655,13.1,24.9,38.0,11.6,7.6,4.2,14.8,19.4,,
Cincinnati,2002,78.2,60.4,24.59,6.76,27.6,59.2,0.467,21.7,42.7,0.507,6.0,16.5,0.362,17.0,24.0,0.709,13.2,26.7,39.9,13.7,4.8,4.4,11.9,17.9,,
Oklahoma,2002,78.0,64.6,21.02,7.69,28.1,63.4,0.443,21.5,44.6,0.482,6.6,18.7,0.35,15.3,19.9,0.767,15.1,24.9,40.0,14.4,9.0,3.7,11.9,19.9,,
Arizona,2002,82.1,77.7,16.91,12.47,27.5,60.0,0.459,19.9,39.8,0.5,7.6,20.2,0.376,19.6,26.8,0.731,12.6,25.2,37.8,15.5,6.1,3.0,14.1,17.9,,
Ohio State,2002,73.8,64.9,16.14,7.26,25.8,53.2,0.485,20.3,38.6,0.526,5.5,14.6,0.376,16.8,24.8,0.675,11.0,21.9,32.9,15.1,6.0,2.3,13.2,18.9,,
Miami (FL),2002,74.8,67.4,13.0,5.53,25.6,59.4,0.43,18.2,38.1,0.478,7.4,21.4,0.345,16.3,21.2,0.771,12.1,24.6,36.7,16.4,8.9,5.9,14.4,18.4,,
Gonzaga,2002,81.1,66.6,13.9,0.74,27.5,58.5,0.47,20.3,40.2,0.506,7.2,18.4,0.391,19.0,25.9,0.732,12.9,28.6,41.5,15.8,5.7,3.4,13.9,16.7,,
Xavier,2002,72.4,62.6,13.91,4.09,24.3,54.1,0.449,18.1,36.9,0.492,6.2,17.3,0.357,17.7,24.5,0.721,12.2,25.0,37.1,12.5,6.7,4.5,13.6,15.8,,
UCLA,2002,75.0,72.7,13.14,10.78,27.3,57.9,0.472,20.6,40.6,0.507,6.8,17.3,0.39,13.6,19.7,0.692,11.9,24.7,36.6,14.4,5.5,2.8,15.0,16.9,,
Ole Miss,2002,72.0,64.3,13.62,6.86,24.0,52.2,0.46,16.5,32.3,0.51,7.6,19.9,0.38,16.4,22.2,0.738,10.8,22.5,33.3,13.8,7.3,1.8,15.4,19.6,,
Hawaii,2002,71.7,63.1,9.82,1.15,24.8,55.1,0.45,17.5,35.9,0.487,7.3,19.2,0.38,14.8,21.7,0.684,10.2,23.2,33.4,16.5,7.0,3.5,12.3,17.9,,
Wyoming,2002,75.0,68.7,8.62,2.72,25.6,56.3,0.456,21.4,42.1,0.508,4.3,14.2,0.3,19.4,27.8,0.698,12.7,27.5,40.2,13.5,6.8,4.4,14.5,19.8,,
Missouri,2002,79.9,72.5,14.22,6.8,28.6,62.6,0.458,19.6,39.4,0.497,9.1,23.2,0.391,13.6,19.7,0.69,14.9,24.4,39.3,15.0,7.3,4.3,14.2,19.1,,
Davidson,2002,70.7,66.0,0.61,0.72,25.0,57.4,0.436,17.0,34.6,0.491,8.0,22.7,0.353,12.6,18.5,0.681,11.9,26.6,38.5,15.6,6.8,3.7,15.7,18.2,,
Boston University,2002,67.1,64.0,-4.68,-7.8,23.4,55.2,0.423,17.0,37.5,0.454,6.3,17.7,0.358,14.0,20.3,0.688,12.3,25.2,37.5,12.5,6.0,2.6,13.0,14.6,,
